unit_id,utterance_id,law_number,document_uri,sample_index,status,model,decision,n_annotations,needs_human_review,decision_justification,limitations,quality_flags,validation_errors,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens
utt_f5d978e1dc5bc3628dcc::p0009-p0010,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,16,pending,,,0,,,,[],[],0,0,0,0
utt_f5d978e1dc5bc3628dcc::p0011-p0012,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,17,pending,,,0,,,,[],[],0,0,0,0
utt_f5d978e1dc5bc3628dcc::p0013-p0016,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,18,pending,,,0,,,,[],[],0,0,0,0
utt_f5d978e1dc5bc3628dcc::p0017-p0022,utt_f5d978e1dc5bc3628dcc,21419,http://datos.bcn.cl/recurso/cl/documento/696951,19,pending,,,0,,,,[],[],0,0,0,0
utt_8c30ef5e9a7e213d9dd6::p0001-p0005,utt_8c30ef5e9a7e213d9dd6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,20,pending,,,0,,,,[],[],0,0,0,0
utt_ee2dac9f03e0ca62dc2e::p0001-p0002,utt_ee2dac9f03e0ca62dc2e,21419,http://datos.bcn.cl/recurso/cl/documento/696951,21,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0001-p0004,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,22,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0005,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,23,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0006-p0007,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,24,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0008,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,25,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0009-p0010,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,26,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0011,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,27,pending,,,0,,,,[],[],0,0,0,0
utt_3fa28e82f6041a105003::p0012-p0017,utt_3fa28e82f6041a105003,21419,http://datos.bcn.cl/recurso/cl/documento/696951,28,pending,,,0,,,,[],[],0,0,0,0
utt_f6c61c7e8c647248f5c7::p0001-p0009,utt_f6c61c7e8c647248f5c7,21419,http://datos.bcn.cl/recurso/cl/documento/696951,29,pending,,,0,,,,[],[],0,0,0,0
utt_f6c61c7e8c647248f5c7::p0010-p0013,utt_f6c61c7e8c647248f5c7,21419,http://datos.bcn.cl/recurso/cl/documento/696951,30,pending,,,0,,,,[],[],0,0,0,0
utt_289b0fb559ca74901faf::p0001-p0003,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,31,pending,,,0,,,,[],[],0,0,0,0
utt_289b0fb559ca74901faf::p0004-p0005,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,32,pending,,,0,,,,[],[],0,0,0,0
utt_289b0fb559ca74901faf::p0006-p0008,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,33,pending,,,0,,,,[],[],0,0,0,0
utt_289b0fb559ca74901faf::p0009-p0013,utt_289b0fb559ca74901faf,21419,http://datos.bcn.cl/recurso/cl/documento/696951,34,pending,,,0,,,,[],[],0,0,0,0
utt_5164f57b16a245992f1a::p0001-p0002,utt_5164f57b16a245992f1a,21419,http://datos.bcn.cl/recurso/cl/documento/696951,35,pending,,,0,,,,[],[],0,0,0,0
utt_5164f57b16a245992f1a::p0003-p0004,utt_5164f57b16a245992f1a,21419,http://datos.bcn.cl/recurso/cl/documento/696951,36,pending,,,0,,,,[],[],0,0,0,0
utt_989088388c8f5eb75ab8::p0001,utt_989088388c8f5eb75ab8,21419,http://datos.bcn.cl/recurso/cl/documento/696951,37,pending,,,0,,,,[],[],0,0,0,0
utt_16b7b86cddb71ce01df4::p0001-p0003,utt_16b7b86cddb71ce01df4,21419,http://datos.bcn.cl/recurso/cl/documento/696951,38,pending,,,0,,,,[],[],0,0,0,0
utt_a6a87dbb877aceed15ea::p0001-p0003,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,39,pending,,,0,,,,[],[],0,0,0,0
utt_a6a87dbb877aceed15ea::p0004-p0007,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,40,pending,,,0,,,,[],[],0,0,0,0
utt_a6a87dbb877aceed15ea::p0008-p0014,utt_a6a87dbb877aceed15ea,21419,http://datos.bcn.cl/recurso/cl/documento/696951,41,pending,,,0,,,,[],[],0,0,0,0
utt_e83df4d71a02276035ec::p0001-p0007,utt_e83df4d71a02276035ec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,42,pending,,,0,,,,[],[],0,0,0,0
utt_e83df4d71a02276035ec::p0008-p0014,utt_e83df4d71a02276035ec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,43,pending,,,0,,,,[],[],0,0,0,0
utt_ebb38da6519ff7d3cdec::p0001-p0002,utt_ebb38da6519ff7d3cdec,21419,http://datos.bcn.cl/recurso/cl/documento/696951,44,pending,,,0,,,,[],[],0,0,0,0
utt_4c53b710b40430edbd03::p0001-p0004,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,45,pending,,,0,,,,[],[],0,0,0,0
utt_4c53b710b40430edbd03::p0005,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,46,pending,,,0,,,,[],[],0,0,0,0
utt_4c53b710b40430edbd03::p0006,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,47,pending,,,0,,,,[],[],0,0,0,0
utt_4c53b710b40430edbd03::p0007-p0009,utt_4c53b710b40430edbd03,21419,http://datos.bcn.cl/recurso/cl/documento/696951,48,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0001-p0004,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,49,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0005,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,50,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0006-p0008,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,51,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0009-p0011,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,52,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0012,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,53,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0013-p0016,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,54,pending,,,0,,,,[],[],0,0,0,0
utt_5936a765677a1e5b9dc6::p0017,utt_5936a765677a1e5b9dc6,21419,http://datos.bcn.cl/recurso/cl/documento/696951,55,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0001-p0004,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,56,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0005-p0008,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,57,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0009-p0010,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,58,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0011-p0014,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,59,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0015,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,60,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0016-p0019,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,61,pending,,,0,,,,[],[],0,0,0,0
utt_6832b5e4cbc5440edce3::p0020-p0023,utt_6832b5e4cbc5440edce3,21419,http://datos.bcn.cl/recurso/cl/documento/696951,62,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0001,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,63,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0002-p0003,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,64,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0004,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,65,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0005-p0006,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,66,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0007-p0008,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,67,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0009-p0010,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,68,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0011-p0013,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,69,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0014-p0017,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,70,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0018-p0020,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,71,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0021-p0023,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,72,pending,,,0,,,,[],[],0,0,0,0
utt_bde4e376c13333198b6a::p0024-p0027,utt_bde4e376c13333198b6a,21419,http://datos.bcn.cl/recurso/cl/documento/697505,73,pending,,,0,,,,[],[],0,0,0,0
utt_3e385b0c423b7ec5cae7::p0001-p0002,utt_3e385b0c423b7ec5cae7,21419,http://datos.bcn.cl/recurso/cl/documento/697505,74,pending,,,0,,,,[],[],0,0,0,0
utt_3e385b0c423b7ec5cae7::p0003-p0004,utt_3e385b0c423b7ec5cae7,21419,http://datos.bcn.cl/recurso/cl/documento/697505,75,pending,,,0,,,,[],[],0,0,0,0
utt_3e385b0c423b7ec5cae7::p0005-p0006,utt_3e385b0c423b7ec5cae7,21419,http://datos.bcn.cl/recurso/cl/documento/697505,76,pending,,,0,,,,[],[],0,0,0,0
utt_3e385b0c423b7ec5cae7::p0007-p0010,utt_3e385b0c423b7ec5cae7,21419,http://datos.bcn.cl/recurso/cl/documento/697505,77,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0001-p0003,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,78,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0004-p0005,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,79,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0006,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,80,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0007,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,81,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0008,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,82,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0009,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,83,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0010,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,84,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0011-p0012,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,85,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0013-p0014,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,86,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0015,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,87,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0016,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,88,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0017,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,89,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0018-p0020,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,90,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0021,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,91,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0022s001,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,92,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0022s002,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,93,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0023s001,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,94,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0023s002-p0024,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,95,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0025-p0026,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,96,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0027-p0028,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,97,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0029,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,98,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0030-p0031,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,99,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0032-p0033,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,100,pending,,,0,,,,[],[],0,0,0,0
utt_efe6539eeb00b9a4cdd8::p0034-p0036,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,101,pending,,,0,,,,[],[],0,0,0,0
utt_872316bf7e8593e415d3::p0001,utt_872316bf7e8593e415d3,21419,http://datos.bcn.cl/recurso/cl/documento/697505,102,pending,,,0,,,,[],[],0,0,0,0
utt_f341957cdb85912bc40f::p0001-p0002,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,103,pending,,,0,,,,[],[],0,0,0,0
utt_f341957cdb85912bc40f::p0003,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,104,pending,,,0,,,,[],[],0,0,0,0
utt_f341957cdb85912bc40f::p0004-p0008,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,105,pending,,,0,,,,[],[],0,0,0,0
utt_69b0104a4a86fe6c854c::p0001-p0003,utt_69b0104a4a86fe6c854c,21419,http://datos.bcn.cl/recurso/cl/documento/697505,106,pending,,,0,,,,[],[],0,0,0,0
utt_b9341b57a7bc037f529c::p0001-p0002,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,107,pending,,,0,,,,[],[],0,0,0,0
utt_b9341b57a7bc037f529c::p0003-p0004,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,108,pending,,,0,,,,[],[],0,0,0,0
utt_b9341b57a7bc037f529c::p0005,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,109,pending,,,0,,,,[],[],0,0,0,0
utt_b9341b57a7bc037f529c::p0006,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,110,pending,,,0,,,,[],[],0,0,0,0
utt_b9341b57a7bc037f529c::p0007-p0009,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,111,pending,,,0,,,,[],[],0,0,0,0
utt_15f118651c5c302148eb::p0001-p0003,utt_15f118651c5c302148eb,21419,http://datos.bcn.cl/recurso/cl/documento/698998,112,pending,,,0,,,,[],[],0,0,0,0
utt_5228501d1f6af06fbf94::p0001-p0003s001,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,113,pending,,,0,,,,[],[],0,0,0,0
utt_5228501d1f6af06fbf94::p0003s002,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,114,pending,,,0,,,,[],[],0,0,0,0
utt_5228501d1f6af06fbf94::p0003s003-p0004,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,115,pending,,,0,,,,[],[],0,0,0,0
utt_45ecc3b5aa45ae62f932::p0001-p0003s001,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,116,pending,,,0,,,,[],[],0,0,0,0
utt_45ecc3b5aa45ae62f932::p0003s002,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,117,pending,,,0,,,,[],[],0,0,0,0
utt_45ecc3b5aa45ae62f932::p0003s003-p0007,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,118,pending,,,0,,,,[],[],0,0,0,0
utt_c7e697eae3fb40d7e0d7::p0001-p0004,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,119,pending,,,0,,,,[],[],0,0,0,0
utt_c7e697eae3fb40d7e0d7::p0005,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,120,pending,,,0,,,,[],[],0,0,0,0
utt_c7e697eae3fb40d7e0d7::p0006-p0009,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,121,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0001-p0002,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,122,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0003,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,123,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0004,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,124,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0005,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,125,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0006-p0007,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,126,pending,,,0,,,,[],[],0,0,0,0
utt_50b5d9f8c3d8b247ce23::p0008-p0010,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,127,pending,,,0,,,,[],[],0,0,0,0
utt_cbd165e541e063cf008c::p0001-p0004,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,128,pending,,,0,,,,[],[],0,0,0,0
utt_cbd165e541e063cf008c::p0005-p0006,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,129,pending,,,0,,,,[],[],0,0,0,0
utt_cbd165e541e063cf008c::p0007-p0008,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,130,pending,,,0,,,,[],[],0,0,0,0
utt_cbd165e541e063cf008c::p0009,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,131,pending,,,0,,,,[],[],0,0,0,0
utt_cbd165e541e063cf008c::p0010-p0013,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,132,pending,,,0,,,,[],[],0,0,0,0
utt_d927f4f10c458b0a4f8a::p0001-p0005,utt_d927f4f10c458b0a4f8a,21538,http://datos.bcn.cl/recurso/cl/documento/700181,133,pending,,,0,,,,[],[],0,0,0,0
utt_613c5c803695564e1d3e::p0001-p0004,utt_613c5c803695564e1d3e,21538,http://datos.bcn.cl/recurso/cl/documento/700181,134,pending,,,0,,,,[],[],0,0,0,0
utt_ffc413f03c80d91e4eab::p0001-p0002,utt_ffc413f03c80d91e4eab,21538,http://datos.bcn.cl/recurso/cl/documento/700181,135,pending,,,0,,,,[],[],0,0,0,0
utt_0deedd57a4d8e7017f09::p0001-p0003s001,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,136,pending,,,0,,,,[],[],0,0,0,0
utt_0deedd57a4d8e7017f09::p0003s002,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,137,pending,,,0,,,,[],[],0,0,0,0
utt_0deedd57a4d8e7017f09::p0003s003-p0005,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,138,pending,,,0,,,,[],[],0,0,0,0
utt_e4905a4527b414754f30::p0001,utt_e4905a4527b414754f30,21538,http://datos.bcn.cl/recurso/cl/documento/700181,139,pending,,,0,,,,[],[],0,0,0,0
utt_e4905a4527b414754f30::p0002-p0004,utt_e4905a4527b414754f30,21538,http://datos.bcn.cl/recurso/cl/documento/700181,140,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0001-p0002,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,141,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0003,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,142,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0004,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,143,pending,,,0,,,,[],[],0,0,0,0
